review_id,claim_id,claim_family_id,review_set,claim_level,claim_type,claim_text,short_claim_text,target,feature_family,feature_space,pipeline,atlas,dataset,cohort,roi,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,n_samples,n_features,support_regions,support_metrics_short,reviewer_id,reviewer_type,reviewer_specialty,plausibility_1_5,clarity_1_5,faithfulness_1_5,usefulness_1_5,reviewer_confidence_1_5,caution_level,recommended_action,corrected_claim_text,reviewer_comments,revised
REV0034,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_atomic_roi_rh_parahippocampal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,main_expert,atomic_roi,cdr_impairment_contrast,"CDR-defined cognitive impairment is associated with lower rh_parahippocampal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.","CDR-defined cognitive impairment is associated with lower rh_parahippocampal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.",diagnosis_binary_impairment_cdr,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,rh_parahippocampal,temporal,temporal,,,temporal,lower,t,-4.20006393,-0.551437575,-4.20006393,3.817421127339341e-05,0.000326469,235,68,,,radiology,human,radiology,5,3,5,5,5,stable,accept,,,
REV0035,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_LH_Limbic_TempPole_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,main_expert,atomic_roi,diagnosis_contrast,"AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,LH_Limbic_TempPole_4,Limbic,temporal_pole,Limbic,,temporal,lower,t,-15.03017028,-0.718560087,-15.03017028,9.142688254957515e-48,3.693646055002836e-46,1554,202,,,radiology,human,radiology,5,3,5,4,4,stable,accept,,,
REV0036,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_rh_superiorparietal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,main_expert,atomic_roi,diagnosis_contrast,"AD is associated with lower rh_superiorparietal cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower rh_superiorparietal cortical regional volume compared with CN, after adjustment for age, sex.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,AIBL_baseline,pooled,rh_superiorparietal,parietal,parietal,,,parietal,lower,t,-7.859662993,-0.637799813,-7.859662993,9.138641277991463e-15,2.649185264576377e-14,1104,68,,,radiology,human,radiology,5,3,5,4,5,stable,accept,,,
REV0037,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_group_summary_temporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,main_expert,group_summary,group_enrichment,"MCI-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.","MCI-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,,temporal,temporal,,,temporal,lower,mean_abs_t,4.972966259977779,-0.297726965,,,,997,68,,,radiology,human,radiology,5,4,4,5,4,stable,minor_revise,"MCI-versus-CN effects are concentrated in temporal regions, with most supported regions located in the temporal lobe",Overly specific ratio may depend on threshold.,
REV0038,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd_group_summary_Default,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd,main_expert,group_summary,group_enrichment,"Age-associated effects are concentrated in Default network parcels, where 3/8 regions meet support criteria.","Age-associated effects are concentrated in Default network parcels, where 3/8 regions meet support criteria.",age,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,AIBL_baseline,pooled,,Default,prefrontal,Default,Default,frontal,higher,mean_abs_t,2.6221643206276517,0.060241667,,,,1298,202,,,radiology,human,radiology,3,4,3,3,4,tentative,minor_revise,Age-associated effects are observed in Default network parcels,Overstated concentration; ratio is modest.,
REV0039,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_group_summary_ventricle_csf,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,main_expert,group_summary,group_enrichment,"MCI-versus-CN effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.","MCI-versus-CN effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,ventricle_csf,ventricle_csf,,,,higher,mean_abs_t,4.273097427831655,0.2998800389237814,,,,1131,64,,,radiology,human,radiology,4,4,3,4,4,tentative,minor_revise,MCI-versus-CN effects are observed in ventricular/CSF-related regions,Concentration may be overstated; ratio depends on criteria,
REV0040,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_medial_temporal,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,main_expert,group_summary,group_enrichment,"MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",mmse,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,medial_temporal,medial_temporal,,,,higher,mean_abs_t,11.929709454169194,0.3102529281653318,,,,1272,64,,,radiology,human,radiology,5,4,5,5,5,stable,accept,,,
REV0041,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_f7441c7d7a_group_summary_ventricle_csf,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_f7441c7d7a,main_expert,group_summary,group_enrichment,"MMSE-associated effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.","MMSE-associated effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.",mmse,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,ventricle_csf,ventricle_csf,,,,lower,mean_abs_t,7.770370817,-0.179150227,,,,1291,64,,,radiology,human,radiology,3,4,3,3,4,tentative,minor_revise,MMSE-associated effects are observed in ventricular/CSF-related regions,Concentration overstated; 6/10 is modest.,
REV0042,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_227148901e_group_summary_corpus_callosum,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_227148901e,main_expert,group_summary,group_enrichment,"Age-associated effects are concentrated in corpus callosum regions, where 4/5 regions meet support criteria.","Age-associated effects are concentrated in corpus callosum regions, where 4/5 regions meet support criteria.",age,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,corpus_callosum,corpus_callosum,,,,lower,mean_abs_t,8.644577026693984,-0.234477562,,,,1298,64,,,radiology,human,radiology,5,4,4,5,5,stable,accept,,,
REV0043,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146_group_summary_Default,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146,main_expert,group_summary,group_enrichment,"MMSE-associated effects are concentrated in Default network parcels, where 2/7 regions meet support criteria.","MMSE-associated effects are concentrated in Default network parcels, where 2/7 regions meet support criteria.",mmse,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,,Default,precuneus_pcc,Default,Default,cingulate,higher,mean_abs_t,20.360018637449517,0.3586162472719171,,,,2892,202,,,radiology,human,radiology,3,4,2,3,4,fragile,major_revise,MMSE-associated effects are observed in Default network parcels,Concentration not supported; 2/7 is low.,
REV0044,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_group_summary_medial_temporal,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,main_expert,group_summary,group_enrichment,"MCI-versus-CN effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","MCI-versus-CN effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,medial_temporal,medial_temporal,,,,lower,mean_abs_t,6.759921338491657,-0.416908379,,,,997,64,,,radiology,human,radiology,5,4,5,5,5,stable,accept,,,
REV0045,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb_group_summary_temporal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb,main_expert,group_summary,group_enrichment,"MMSE-associated effects are concentrated in temporal regions, where 12/18 regions meet support criteria.","MMSE-associated effects are concentrated in temporal regions, where 12/18 regions meet support criteria.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,temporal,temporal,,,temporal,higher,mean_abs_t,4.434418744,0.2630943541374118,,,,235,68,,,radiology,human,radiology,5,4,4,5,5,stable,minor_revise,MMSE-associated effects are concentrated in temporal regions,Moderate proportion; ratio adds limited value.,
REV0046,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_group_summary_temporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,main_expert,group_summary,group_enrichment,"MMSE-associated effects are concentrated in temporal regions, where 14/18 regions meet support criteria.","MMSE-associated effects are concentrated in temporal regions, where 14/18 regions meet support criteria.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,,temporal,temporal,,,temporal,higher,mean_abs_t,11.87045994046021,0.2969596004972541,,,,1272,68,,,radiology,human,radiology,5,4,5,5,5,stable,accept,,,
REV0047,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_ranking_top,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,main_expert,ranking,feature_ranking,"The top-ranked regions for the MCI-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Right-Hippocampus, Left-Hippocampus, Left-Lateral-Ventricle, CC_Central, CSF.","The top-ranked regions for the MCI-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Right-Hippocampus, Left-Hippocampus, Left-Lateral-Ventricle, CC_Central, CSF.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1131,64,,,radiology,human,radiology,5,3,4,5,4,stable,accept,,,
REV0048,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_ranking_top,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,main_expert,ranking,feature_ranking,"The top-ranked regions for CDR-defined impairment are rh_entorhinal, lh_inferiortemporal, lh_entorhinal, lh_middletemporal, rh_middletemporal, lh_precuneus, rh_parahippocampal, rh_precuneus, rh_superiortemporal, lh_inferiorparietal.","The top-ranked regions for CDR-defined impairment are rh_entorhinal, lh_inferiortemporal, lh_entorhinal, lh_middletemporal, rh_middletemporal, lh_precuneus, rh_parahippocampal, rh_precuneus, rh_superiortemporal, lh_inferiorparietal.",diagnosis_binary_impairment_cdr,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,,,,,,,abs_t_rank,,,,,,235,68,,,radiology,human,radiology,5,3,4,5,5,stable,accept,,,
REV0049,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166_ranking_top,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166,main_expert,ranking,feature_ranking,"The top-ranked regions for the AD-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Left-Hippocampus, Right-Hippocampus, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Left-Lateral-Ventricle, Right-Accumbens-area, Left-Accumbens-area.","The top-ranked regions for the AD-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Left-Hippocampus, Right-Hippocampus, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Left-Lateral-Ventricle, Right-Accumbens-area, Left-Accumbens-area.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1104,64,,,radiology,human,radiology,5,3,5,5,5,stable,accept,,,
REV0050,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd_ranking_top,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd,main_expert,ranking,feature_ranking,"The top-ranked regions for age association are LH_Limbic_TempPole_4, RH_Default_PFCdPFCm_2, RH_Limbic_OFC_1, RH_Limbic_OFC_3, LH_SomMot_1, LH_Default_PFC_2, LH_Limbic_TempPole_3, LH_Default_PFC_4, LH_Cont_Cing_1, RH_SalVentAttn_FrOperIns_1.","The top-ranked regions for age association are LH_Limbic_TempPole_4, RH_Default_PFCdPFCm_2, RH_Limbic_OFC_1, RH_Limbic_OFC_3, LH_SomMot_1, LH_Default_PFC_2, LH_Limbic_TempPole_3, LH_Default_PFC_4, LH_Cont_Cing_1, RH_SalVentAttn_FrOperIns_1.",age,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,AIBL_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1298,202,,,radiology,human,radiology,4,2,4,4,4,stable,minor_revise,"Top-ranked regions for age association include parcels across limbic, default, and frontal networks",Highly technical parcel names; grouping could improve clarity.,
REV0051,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_MCI_85a5f25df2_ranking_top,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_MCI_85a5f25df2,main_expert,ranking,feature_ranking,"The top-ranked regions for the MCI-versus-CN contrast are lh_pericalcarine, rh_pericalcarine, lh_cuneus, rh_postcentral, lh_transversetemporal, rh_paracentral, rh_transversetemporal, lh_paracentral, lh_postcentral, rh_rostralanteriorcingulate.","The top-ranked regions for the MCI-versus-CN contrast are lh_pericalcarine, rh_pericalcarine, lh_cuneus, rh_postcentral, lh_transversetemporal, rh_paracentral, rh_transversetemporal, lh_paracentral, lh_postcentral, rh_rostralanteriorcingulate.",diagnosis_binary_mci_cn,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,,abs_t_rank,,,,,,997,68,,,radiology,human,radiology,2,3,3,2,4,fragile,major_revise,MCI-versus-CN effects are observed in posterior cortical and sensorimotor regions.,Atypical ranking; limited medial temporal involvement.,
REV0052,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_MMSE_8d0cdf659c_ranking_top,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_MMSE_8d0cdf659c,main_expert,ranking,feature_ranking,"The top-ranked regions for MMSE association are lh_entorhinal, rh_entorhinal, rh_pericalcarine, lh_pericalcarine, lh_paracentral, rh_caudalanteriorcingulate, rh_paracentral, rh_rostralanteriorcingulate, rh_precentral, rh_postcentral.","The top-ranked regions for MMSE association are lh_entorhinal, rh_entorhinal, rh_pericalcarine, lh_pericalcarine, lh_paracentral, rh_caudalanteriorcingulate, rh_paracentral, rh_rostralanteriorcingulate, rh_precentral, rh_postcentral.",mmse,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1272,68,,,radiology,human,radiology,3,3,4,3,4,tentative,minor_revise,Top-ranked regions for MMSE association include entorhinal cortex along with additional posterior and sensorimotor regions.,Mixed pattern; includes non-classical regions.,
REV0053,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_LATENT_62bf6939e5_latent_axis_PC1,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_LATENT_62bf6939e5,main_expert,latent_axis,latent_morphometry_axis,"An unsupervised morphometry axis explains 38.7% of variance and is dominated by SupraTentorialVolNotVent, TotalGrayVol, BrainSegVol, SegmentedTotalIntracranialVol, MaskVol.","An unsupervised morphometry axis explains 38.7% of variance and is dominated by SupraTentorialVolNotVent, TotalGrayVol, BrainSegVol, SegmentedTotalIntracranialVol, MaskVol.",,volume,fs8_subcortical_volume,freesurfer8,subcortical,OASIS1_baseline,pooled,,,,,,,,explained_variance_ratio,0.3873031218765834,,,,,235,64,,,radiology,human,radiology,5,3,5,5,5,stable,accept,,,
REV0054,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_LATENT_cfc488de72_latent_axis_PC1,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_LATENT_cfc488de72,main_expert,latent_axis,latent_morphometry_axis,"An unsupervised morphometry axis explains 87.3% of variance and is dominated by frontal, parietal, and temporal regions.","An unsupervised morphometry axis explains 87.3% of variance and is dominated by frontal, parietal, and temporal regions.",,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,,explained_variance_ratio,0.8730601361721798,,,,,1299,68,,,radiology,human,radiology,2,4,2,2,4,fragile,major_revise,An unsupervised morphometry axis explains a large proportion of variance and reflects widespread cortical variation across multiple regions.,Variance unusually high; description likely oversimplified.,
REV0055,AIBL_BASELINE_FS8_THICKNESS_YALE696_LATENT_133b99d71f_latent_axis_association_PC2_field_strength,AIBL_BASELINE_FS8_THICKNESS_YALE696_LATENT_133b99d71f,main_expert,latent_axis_association,latent_axis_association,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.543.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect 0.543.,field_strength,thickness,fs8_thickness_yale696,freesurfer8,yale696,AIBL_baseline,pooled,,,,,,,,spearman_or_cohens_d,0.5434706898659045,,,,,1298,150,,,radiology,human,radiology,5,4,5,4,4,stable,accept,,,
REV0056,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_LATENT_1d5738ae3a_latent_axis_association_PC3_diagnosis_binary_impairment_cdr,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_LATENT_1d5738ae3a,main_expert,latent_axis_association,latent_axis_association,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect -0.414.,The unsupervised morphometry axis differs between group 1 and group 0 with standardized effect -0.414.,diagnosis_binary_impairment_cdr,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,,,,,,,spearman_or_cohens_d,-0.414376263,,,,,235,68,,,radiology,human,radiology,5,4,5,4,4,stable,accept,,,
REV0057,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83_normative_deviation_MCI,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83,main_expert,normative_deviation,normative_deviation,"MCI shows normative deviation in subcortical volume, most prominently in Left-vessel, lhCortexVol, SurfaceHoles, rhSurfaceHoles, lhSurfaceHoles, relative to the CN reference.","MCI shows normative deviation in subcortical volume, most prominently in Left-vessel, lhCortexVol, SurfaceHoles, rhSurfaceHoles, lhSurfaceHoles, relative to the CN reference.",diagnosis_3class,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,,,,,,,lower,mean_abs_z,9.338417726177305,,,,,602,64,,,radiology,human,radiology,2,2,2,2,4,fragile,major_revise,"MCI shows normative deviation across multiple morphometric features, including cortical and surface-related measures, relative to the CN reference",Feature list inconsistent with subcortical volume.,
REV0058,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_NORMATIVE_DX_3663c3e867_normative_deviation_AD,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_NORMATIVE_DX_3663c3e867,main_expert,normative_deviation,normative_deviation,"AD shows normative deviation in cortical regional volume, most prominently in temporal and frontal regions, relative to the CN reference.","AD shows normative deviation in cortical regional volume, most prominently in temporal and frontal regions, relative to the CN reference.",diagnosis_3class,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,lower,mean_abs_z,9.287420263601454,,,,,265,68,,,radiology,human,radiology,5,5,5,5,5,stable,accept,,,
REV0059,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83_normative_atomic_roi_AD_lhCortexVol,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83,main_expert,normative_atomic_roi,normative_deviation,AD shows normative deviation in lhCortexVol subcortical volume relative to the CN reference.,AD shows normative deviation in lhCortexVol subcortical volume relative to the CN reference.,diagnosis_3class,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,lhCortexVol,global_brain_volume,global_brain_volume,,,,lower,mean_z,-9.287420264,-9.287420264,,,,265,64,,,radiology,human,radiology,3,2,3,3,5,fragile,major_revise,"AD shows normative deviation in cortical volume measures (e.g., lhCortexVol) relative to the CN reference.",lhCortexVol is not subcortical.,"biology is plausible for cortical volume deviation, but the category label “subcortical” is wrong. Reviewer is correct that lhCortexVol is not subcortical. Because it can be fixed by relabeling, major_revise is better than full reject."
REV0060,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83_normative_atomic_roi_MCI_SegmentedTotalIntracranialVol,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_NORMATIVE_DX_28a646ab83,main_expert,normative_atomic_roi,normative_deviation,MCI shows normative deviation in SegmentedTotalIntracranialVol subcortical volume relative to the CN reference.,MCI shows normative deviation in SegmentedTotalIntracranialVol subcortical volume relative to the CN reference.,diagnosis_3class,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,SegmentedTotalIntracranialVol,global_brain_volume,global_brain_volume,,,,lower,mean_z,-9.338417726,-9.338417726,,,,602,64,,,radiology,human,radiology,1,2,1,1,5,fragile,major_revise,MCI shows normative deviation in global intracranial volume measures relative to the CN reference,SegmentedTotalIntracranialVol is not subcortical.,Reviewer is correct that SegmentedTotalIntracranialVol is not subcortical. Corrected claim should avoid implying this is a meaningful disease deviation unless evidence supports it.
